Shi et al. \cite{shi2015measuring} ,Measuring the Diversity of a Test Set With Distance Entropy, A , test strategy evaluation ,n/a,sim. ,Y,self.,self.,, mutate.py ,not suff., manual invest. ,fixed number, C ,"S, M",M,Y,
Shi et al.\cite{shi2015comparing},Comparing and combining test-suite reduction and regression test selection,A,test-suite reduction,unit,struc. ,Y,exi.,exi.,,PIT,n/a,n/a,n/a,java,"S, M",M,Y,
Shrestha and Rutherford\cite{shrestha2011empirical},An empirical evaluation of assertions as oracles,A,test oracle,unit,struc. ,Y,exi.,exi.,,MuJava,well,manual invest.,n/a,java,"P, S",S,Y,
Simith and Williams\cite{smith2009guiding} *,On guiding the augmentation of an automated test suite via mutation analysis,G, test data generation , unit ,struc. (E),Y,exi.,exi.,, MuClipse ,well,no invest., n/a, Java ,S,S,Y,
Smith and Williams\cite{smith2009should},Should software testers use mutation analysis to augment a test set?,G,test strategy evaluation,unit,struc. (E),Y,exi.,exi.,,"Jumble, MuClipse",well,n/a,n/a,java,S,S,N,*
Staats et al.\cite{staats2011better} ,Better testing through oracle selection (NIER track),A,test oracle,n/a,others,N,n/a,,n/a,,n/a,model checker,fixed number,Lustre,n/a,n/a,N,
Staats et al.\cite{staats2012automated} ,"Automated oracle creation support, or: how I learned to stop worrying about fault propagation and love mutation testing",G,test oracle,unit,struc. (E),N,exi. ,,exi. , \cite{rajan2008requirements} ,not suff.,model checker,fixed number, Lustre ,S,S,N,
Staats et al.\cite{staats2012oracle},Oracle-centric test case prioritization,A,test case prioritisation,unit,struc. ,Y,exi.,exi.,,Sofya,well,n/a,fixed number,java,S,S,N,
Stephan and Cordy\cite{stephan2014model},Model Clone Detector Evaluation Using Mutation Analysis,A,model clone detection,n/a,others,N,n/a,,n/a,,well,n/a,mutant sample,simulink,n/a,n/a,N,
Tan and Edwards\cite{tan2008evaluating},Evaluating automated unit testing in sulu,A,"test data generation, test strategy evaluation",unit,struc. ,N,exi. ,,exi. ,sulu tool,well,n/a,n/a,sulu,n/a,n/a,N,
Tasiran et al.\cite{tasiran2012location},Location pairs: a test coverage metric for shared-memory concurrent programs,A,test strategy evaluation,n/a,struc. ,N,n/a,,n/a,,well,n/a,n/a,java,n/a,n/a,N,
Tuya et al.\cite{tuya2010full} ,Full predicate coverage for testing SQL database queries, A , test strategy evaluation ,other,struc. ,Y,exi.,exi.,, SQLMutation ,well,"reduce likelihood, manual invest.", n/a, SQL ,n/a,n/a,Y,
Vergilio et al.\cite{vergilio2006constraint},Constraint based structural testing criteria,A,test strategy evaluation,n/a,struc. (E),Y,exi.,exi.,,Proteum,well,manual invest.,n/a,C,n/a,n/a,N,
Vincenzi et al.\cite{vincenzi2001unit},Unit and integration testing strategies for C programs using mutation,G,test data generation,"unit, int.",struc. (E),Y,exi.,exi.,,"Proteum, Proteum/IM",well,manual invest.,selection strategy,C,S,S,Y,*
Vivanti et al.\cite{vivanti2013search} ,Search-based data-flow test generation,G, test data generation , unit ,"struc., struc. (E)",Y,part.,part.,, EvoSuite ,n/a, n/a ,weak mutation, Java ,n/a,n/a,Y,
von Mayrhauser et al.\cite{von2000planner},Planner based error recovery testing,G,test data generation,n/a,spec. (E),N,n/a,,n/a,,well,n/a,n/a,n/a,L,L,N,
Wang et al.\cite{wang2010correlating},Correlating context-awareness and mutation analysis for pervasive computing systems,A,test strategy evaluation,n/a,sim. ,Y,exi.,exi.,,MuClipse,well,  not killed as equivalent ,n/a,Java,S,S,N,*
Wang et al.\cite{wang2015experience} ,Experience report: how is dynamic symbolic execution different from manual testing? a study on KLEE, A , test data generation ,n/a,struc. ,N,exi. ,,exi. , \cite{andrews2003general} ,n/a, n/a ,fixed number, C ,"S, M",M,Y,
Watanabe and Sakamura\cite{watanabe1996specification},A specification-based adaptive test case generation strategy for open operating system standards,A,test data generation,int.,spec.,N,n/a,,n/a,,well,n/a,n/a,spec.,n/a,n/a,N,
Weyuker et al.\cite{weyuker1994automatically},Automatically generating test data from a Boolean specification,A,test data generation,n/a,spec.,N,n/a,,n/a,,well,n/a,n/a,n/a,n/a,n/a,N,*
Whalen et al.\cite{whalen2013observable} ,Observable modified condition/decision coverage, A , test strategy evaluation ,n/a,struc. (E),N,exi. ,,exi. , \cite{rajan2008requirements} ,not suff.,model checker,fixed number, Simulink ,n/a,n/a,N,
Xie et al.\cite{xie2011testing},Testing and validating machine learning classifiers by metamorphic testing,A,test strategy evaluation,n/a,others,Y,exi.,exi.,,MuJava,well,manual invest.,fixed number,java,n/a,n/a,Y,
Xu and Ding\cite{xu2010prioritizing},Prioritizing state-based aspect tests,A,test case prioritisation,n/a,spec.,N,n/a,,n/a,,well,n/a,n/a,AspectJ,S,S,N,
Xu et al.\cite{xu2012testing},Testing aspect-oriented programs with finite state machines,A,test strategy evaluation,n/a,spec.,N,hand.,,hand.,,well,n/a,n/a,AspectJ,S,S,N,
Xuan and Monperrus\cite{xuan2014test} ,Test case purification for improving fault localization, A , fault localisation , unit ,others,Y,exi.,exi.,, PIT ,well, n/a ,fixed number, Java ,"S, M",M,Y,*
Ye and Jacobsen\cite{ye2013whitening},Whitening SOA testing via event exposure,A,"test data generation, test strategy evaluation",int.,hybrid ,N,hand.,,hand.,,not suff.,  not killed as equivalent ,n/a,n/a,S,S,N,
Yoo and Harman\cite{yoo2012test},Test data regeneration: generating new test data from existing test data,A,test data generation,unit,struc. ,Y,exi.,exi.,, Mujava ,well,no invest.,n/a,Java,n/a,n/a,Y,
Yoon and Choi\cite{yoon2004effective},Effective test case selection for component customization and its application to Enterprise JavaBeans,A,test-suite selection,int.,hybrid ,N,self.,,self.,TECC,well,n/a,selection strategy,EJB,n/a,n/a,N,
You et al.\cite{you2015efficient} ,Efficient Observability-based Test Generation by Dynamic Symbolic Execution, A , test data generation ,n/a,struc. (E),N,exi. ,,exi. ,\cite{rajan2008requirements} ,not suff.,no invest.,fixed number, Lustre ,n/a,n/a,N,
Zhan and Clark\cite{zhan2008search},A search-based framework for automatic testing of MATLAB/Simulink models,G,"test data generation, test-suite reduction",n/a (code level),"struc., struc. (E)",N,self.,,self.,,not suff.,manual invest.,n/a,simulink,n/a,n/a,N,
Zhang and Mesbah\cite{zhang2015assertions} ,Assertions are strongly correlated with test suite effectiveness, A , test strategy evaluation , unit ,struc. (E),Y,exi.,exi.,, PIT ,well,  not killed as equivalent , n/a, Java ,M,M,Y,
Zhang et al. \cite{zhang2013bridging} ,Bridging the gap between the total and additional test-case prioritization strategies, A , test case prioritisation , unit ,struc. ,Y,exi.,exi.,, Mujava ,n/a, n/a , n/a, Java ,"S, M",M,Y,
Zhang et al.\cite{wang2009taming} ,Taming coincidental correctness: Coverage refinement with context patterns to improve fault localization, A , fault localisation ,n/a,struc. (E),Y,exi.,exi.,, Proteum ,not suff., n/a , n/a, C ,S,S,Y,*
Zhang et al.\cite{zhang2009time},Time-aware test-case prioritization using integer linear programming,A,test case prioritisation,n/a,struc. ,Y,exi.,exi.,,Jester,well,n/a,fixed number,java,S,S,Y,
Zhang et al.\cite{zhang2010test} ,Test generation via dynamic symbolic execution for mutation testing,G, test data generation ,n/a,struc. (E),Y,exi.,exi.,," PexMutator, GenMutants ",well, manual invest. , weak mutation, C\# ,"P, S",S,Y,
Zhang et al.\cite{zhang2011empirical} ,An empirical study of junit test-suite reduction, A , test-suite reduction , unit ,struc. ,Y,exi.,exi.,, MuJava ,well, n/a ,fixed number, Java ,"S, M",M,Y,
Zhang et al.\cite{zhang2014search},Search-based inference of polynomial metamorphic relations,A,test oracle,n/a,spec.,Y,exi.,exi.,,MuClipse,not suff.,n/a,n/a,"java, C/C++",S,S,Y,
Zhou and Frankl\cite{zhou2011jdama} ,JDAMA: Java database application mutation analyser, A ," test data generation, test strategy evaluation ",n/a,struc. ,Y,exi.,exi.,, JDAMA (based on SQLMutation) ,well,"reduce likelihood, manual invest.", weak mutation," Java, sql",n/a,n/a,Y,
Carzaniga et al.\cite{carzaniga2013automatic},Automatic Recovery from Runtime Failures,A,program repairing,n/a,others,Y,exi.,exi.,,MAJOR,well,manual invest.,n/a,java,n/a,n/a,Y,
Xue and Namin\cite{xue2013significant},How significant is the effect of fault interactions on coverage-based fault localizations?,A,fault localisation,unit,struc. ,Y,exi.,exi.,,MuJava,well,n/a,fixed number,java,S,S,Y,
Carzaniga et al.\cite{carzaniga2014cross},Cross-Checking Oracles from Intrinsic Software Redundancy,A,test oracle,unit,others,Y,exi.,exi.,,MAJOR,well,n/a,selection strategy,java,n/a,n/a,Y,
Fraser et al.\cite{fraser2015does}*,Does Automated Unit Test Generation Really Help Software Testers? A Controlled Empirical Study,A,test data generation,unit,struc. ,Y,exi.,exi.,,MAJOR,n/a,n/a,fixed number,java,"P,S",S,Y,
Rojas et al.\cite{rojas2015automated},Automated unit test generation during software development: A controlled experiment and think-aloud observations,A,test data generation,unit,struc. ,Y,exi.,exi.,,MAJOR,n/a,n/a,n/a,java,P,P,Y,
Wedyan et al.\cite{wedyan2015approach},An approach and tool for measurement of state variable based data-flow test coverage for aspect-oriented programs,A,test strategy evaluation,unit,struc. ,Y,exi.,exi.,,"AjMutator, Proteum/AJ, mujava",well,manual invest.,n/a,AspectJ,"S,M",M,N,
Murphy et al.\cite{murphy2009automatic},Automatic System Testing of Programs without Test Oracles,A,test oracle,sys.,others,N,n/a,,n/a,,,n/a,n/a,java,n/a,,Y,
Pastore et al.\cite{pastore2013crowdoracles},CrowdOracles: Can the Crowd Solve the Oracle Problem?,A,test oracle,unit,others,Y,exi.,exi.,,MuJava,well,n/a,selection strategy,java,n/a,,N,
Taneja and Xie\cite{taneja2008diffgen},DiffGen: Automated Regression Unit-Test Generation,A,test data generation,unit,struc. ,Y,exi.,exi.,,MuJava,n/a,manual invest.,n/a,java,"P, S",S,Y,
Fraser and Zeller\cite{fraser2011generating},Generating Parameterized Unit Tests,G,test data generation,unit,struc. (E),Y,exi.,exi.,,"$\mu$TEST, Javalanche",n/a,n/a,n/a,java,"S,M",M,Y,
Mirshokraie et al.\cite{mirshokraie2015jseft},JSEFT: Automated JavaScript Unit Test Generation,G,"test data generation, test oracle",unit,struc. (E),Y,exi.,exi.,,MUTANDIS,not suff.,reduce likelihood,fixed number,JavaScript,"S,M",M,Y,
El-Fakih et al.\cite{el2014studying},On Studying the Effectiveness of Extended Finite State Machine Based Test Selection Criteria,A,test strategy evaluation,n/a,spec.,N,self.,,self.,,well,n/a,n/a,spec.,n/a,,N,
Vemasani et al.\cite{vemasani2014generating},Generating Test Data to Distinguish Conjunctive Queries with Equalities,G,test data generation,other,struc. (E),Y,exi.,exi.,, SQLMutation ,well,deterministic model,n/a,SQL ,n/a,,Y,
Patrick et al.\cite{patrick2013using},Using Mutation Analysis to Evolve Subdomains for Random Testing,A,test data generation,n/a,struc. ,Y,exi.,exi.,,MuJava,n/a,n/a,n/a,java,"P, S",S,Y,
Riener et al.\cite{riener2011test},Test Case Generation from Mutants using Model Checking Techniques,G,test data generation,n/a,struc. (E),N,n/a,,n/a,,well,deterministic model,n/a,ANSI-C,n/a,n/a,N,
Just and Schweiggert\cite{just2009evaluating},Evaluating testing strategies for imaging software by means of Mutation Analysis,A,test strategy evaluation,n/a,others,Y,exi.,exi.,,MuJava,well,n/a,n/a,java,n/a,n/a,Y,
Knauth et al.\cite{knauth2009assertion},Assertion-Driven Development: Assessing the Quality of Contracts using Meta-Mutations,A,test strategy evaluation,n/a,spec.,N,self.,,self.,,not suff.,n/a,n/a,JML,S,S,N,
Bradbury et al.\cite{bradbury2007comparative},Comparative Assessment of Testing and Model Checking Using Program Mutation,A,test strategy evaluation,n/a,spec.,N,exi.,,exi.,ExMAn,well,  not killed as nonequivalent ,n/a,java,"P, S",S,N,
Poulding and Clark\cite{poulding2010efficient},Efficient Software Verification: Statistical Testing Using Automated Search,A,test strategy evaluation,n/a,struc. ,Y,exi.,exi.,,Proteum/IM,well,  not killed as nonequivalent ,selection strategy,C,"P, S",S,N,
Gallardo et al.\cite{gallardo2006assessment},Assessment of Data Diversity Methods for Software Fault Tolerance Based on Mutation Analysis,A,fault tolerance,n/a,others,N,exi.,,exi.,"Proteum/IM, CreateMutants.py ",well,n/a,n/a,C,n/a,n/a,N,
